Datum,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Richtwert,Höchstwert,CleanedName,lat,lon
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Carbamazepin,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,"Carbamazepin-10,11-epoxid",Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Citalopram,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Clarithromycin,Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Clofibrinsäure,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Diazepam,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Diclofenac,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Erythromycin,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Fenofibrat,Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Fenoprofen,Arzneimittelrückstände und Metaboliten,ng/L,50.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Fexofenadin,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Gabapentin,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Gemfibrozil,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Hydrochlorthiazid,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Ibuprofen,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Indomethacin,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Irbesartan,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Ketoprofen,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Lamotrigin,Arzneimittelrückstände und Metaboliten,ng/L,5.0,13.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Meclofenaminsäure,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Metoprolol,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Naproxen,Arzneimittelrückstände und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Oxypurinol,Arzneimittelrückstände und Metaboliten,ng/L,20.0,70.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Paracetamol,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Pentoxifyllin,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phenazon,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Propyphenazon,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sitagliptin,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sotalol,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sulfamethoxazol,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,T2954 Zwischenprodukt,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Tramadol,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Triclosan,Arzneimittelrückstände und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Trimethoprim,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Valsartan,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Valsartansäure,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Venlafaxin,Arzneimittelrückstände und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Benzol,Benzinzusatzstoffe,ng/L,20.0,,,1000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,ETBE,Benzinzusatzstoffe,ng/L,20.0,,,5000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Ethylbenzol,Benzinzusatzstoffe,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,m/p-Xylol,Benzinzusatzstoffe,ng/L,40.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,MTBE,Benzinzusatzstoffe,ng/L,20.0,,,5000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,o-Xylol,Benzinzusatzstoffe,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Summe Aliphaten C5-C10,Benzinzusatzstoffe,ng/L,300.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Summe BTEX,Benzinzusatzstoffe,ng/L,120.0,,,3000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,TAME,Benzinzusatzstoffe,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Toluol,Benzinzusatzstoffe,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,"[D-Asp3, E-Dhb7]-MC-RR gebunden",Biologische Parameter,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,"[D-Asp3, E-Dhb7]-MC-RR gelöst",Biologische Parameter,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,,300.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorophyta,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chrysophyta,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Crypto-/Dinogruppe,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Cyanobakterien,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,,0.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Euglenophyta,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin LR gebunden,Biologische Parameter,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin LR gelöst,Biologische Parameter,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin RR gebunden,Biologische Parameter,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin RR gelöst,Biologische Parameter,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin YR gebunden,Biologische Parameter,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin YR gelöst,Biologische Parameter,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phytoplankton,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phytoplankton <2µm,Biologische Parameter,Anzahl/mL,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phytoplankton >20µm,Biologische Parameter,Anzahl/mL,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phytoplankton 2-20µm,Biologische Parameter,Anzahl/mL,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,"1,3-Diphenylguanidin","Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,3-Nitrobenzolsulfonsäure,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Acesulfam,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,10.0,18.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Benzotriazol,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,10.0,14.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Cyclamat,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,50.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Neotam,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,N-Ethyl-2-isopropyl-5-methylcyclohexancarboxamid,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sucralose,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,50.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sulisobenzon,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,50.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Tolyltriazol,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,"1,1,1-Trichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,"1,1-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,"1,2-Dichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,3000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,"cis-1,2-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Dichlormethan,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,20000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Perchlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,188.0,,10000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Summe FHKW (incl. THM),Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,280.0,554.0,,10000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Tetrachlorkohlenstoff,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,2000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,"trans-1,2-Dichlorethen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Trichlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,10000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Vinylchlorid,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,500.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Aluminium,Metalle und weitere Elemente,µg/L,5.0,,,200.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Antimon,Metalle und weitere Elemente,µg/L,0.5,,,5.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Arsen,Metalle und weitere Elemente,µg/L,0.5,0.8,,10.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Barium,Metalle und weitere Elemente,µg/L,5.0,52.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Beryllium,Metalle und weitere Elemente,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Bismut,Metalle und weitere Elemente,µg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Blei,Metalle und weitere Elemente,µg/L,0.5,,,10.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Bor,Metalle und weitere Elemente,µg/L,5.0,11.0,,1000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Cadmium,Metalle und weitere Elemente,µg/L,0.05,,,3.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Cer,Metalle und weitere Elemente,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chrom,Metalle und weitere Elemente,µg/L,0.05,0.12,,50.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chrom (VI),Metalle und weitere Elemente,µg/L,0.05,0.15,,20.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Cobalt,Metalle und weitere Elemente,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Eisen,Metalle und weitere Elemente,µg/L,5.0,,,200.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Kalium,Metalle und weitere Elemente,mg/L,0.2,1.5,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Kupfer,Metalle und weitere Elemente,µg/L,0.5,0.7,,1000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Lanthan,Metalle und weitere Elemente,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Lithium,Metalle und weitere Elemente,µg/L,1.0,2.5,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Mangan,Metalle und weitere Elemente,µg/L,0.5,,,50.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Molybdän,Metalle und weitere Elemente,µg/L,0.5,0.6,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Natrium,Metalle und weitere Elemente,mg/L,0.7,5.1,,200.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Nickel,Metalle und weitere Elemente,µg/L,0.5,,,20.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Quecksilber,Metalle und weitere Elemente,µg/L,0.009,,,1.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Selen,Metalle und weitere Elemente,µg/L,1.0,,,10.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Silber,Metalle und weitere Elemente,µg/L,0.5,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Strontium,Metalle und weitere Elemente,mg/L,0.2,0.3,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Thallium,Metalle und weitere Elemente,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Titan,Metalle und weitere Elemente,µg/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Uran,Metalle und weitere Elemente,µg/L,0.5,,,30.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Vanadium,Metalle und weitere Elemente,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Zink,Metalle und weitere Elemente,µg/L,5.0,,,5000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,Zinn,Metalle und weitere Elemente,µg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,NDEA (N-Nitrosodiethylamin),Nitrosamine,ng/L,6.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,NDMA (N-Nitrosodimethylamin),Nitrosamine,ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,NDPA (N-Nitrosodipropylamin),Nitrosamine,ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,NMEA (N-Nitrosomethylethylamin),Nitrosamine,ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,NMOR (N-Nitrosomorpholin),Nitrosamine,ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,NPIP (N-Nitrosopiperidin),Nitrosamine,ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,NPYR (N-Nitrosopyrrolidin),Nitrosamine,ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,4:2 FTS (4:2 Fluortelomersulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,6:2 FTS (6:2 Fluortelomersulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,3.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,8:2 FTS (8:2 Fluortelomersulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,3.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,"DONA (Perfluor-4,8-dioxa-3H-nonansäure)",Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,F-53B major (9Cl-PF3ONS),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,4.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,F-53B minor (11Cl-PF3OUnDS),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,FBSA (Perfluorbutansulfonamid),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,FHxSA (Perfluorhexansulfonamid),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,GenX (HFPO-DA),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,N-EtFOSAA (N-Ethylperfluoroctansulfonamidessigsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-08-14,"Grundwasserwerk Hardhof, Reinwasser",W0305,N-MeFOSAA (N-Methylperfluoroctansulfonamidessigsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
